""	"neglog10_reporter-p_Non-directional"	"neglog10_reporter-p_Distinct-directional (up)"	"neglog10_reporter-p_Distinct-directional (dn)"	"neglog10_reporter-p_Mixed-directional (up)"	"neglog10_reporter-p_Mixed-directional (dn)"	"inv_ConsRank_Non-directional"	"inv_ConsRank_Distinct-directional (up)"	"inv_ConsRank_Distinct-directional (dn)"	"inv_ConsRank_Mixed-directional (up)"	"inv_ConsRank_Mixed-directional (dn)"
"selenite (C_c)"	0.886624942905098	1.00775585595323	0			0.000908265213442325	0.00444444444444444	0.000542005420054201	0.000305343511450382	0.000305343511450382
"formate (C_c)"	0.875593600254971	0	1.18099597792108	1.36308103214045	1.36308103214045	0.000907441016333938	0.000391389432485323	0.0018796992481203	0.00413223140495868	0.00413223140495868
"7-dehydrodesmosterol (C_c)"	0.862994223570901	0	1.18099597792108	0.719535453373082	0.719535453373082	0.000907441016333938	0.000391389432485323	0.00232558139534884	0.00158478605388273	0.00158478605388273
"keratan sulfate I, degradation product 7 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 10 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 13 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 16 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 19 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 22 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 25 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 28 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 31 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 34 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate I, degradation product 37 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate II (core 2-linked), degradation product 4 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate II (core 2-linked), degradation product 7 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate II (core 4-linked), degradation product 4 (C_l)"	0.875593600254971	1.0087384731437	0			0.000907441016333938	0.00518134715025907	0.000542005420054201	0.000305343511450382	0.000305343511450382
"methionine (C_s)"	0.84536304048158	0.596965316255414	0	0.361361012141655	0.361361012141655	0.000894454382826476	0.00187265917602996	0.000542005420054201	0.000860585197934596	0.000860585197934596
"adenosine (C_l)"	0.736884923818659	0.673807561872228	0			0.000893655049151028	0.00316455696202532	0.000542005420054201	0.000305343511450382	0.000305343511450382
"uridine (C_l)"	0.736884923818659	0.673807561872228	0			0.000893655049151028	0.00316455696202532	0.000542005420054201	0.000305343511450382	0.000305343511450382
"cytidine (C_l)"	0.736884923818659	0.673807561872228	0			0.000893655049151028	0.00316455696202532	0.000542005420054201	0.000305343511450382	0.000305343511450382
"thymidine (C_l)"	0.736884923818659	0.673807561872228	0			0.000893655049151028	0.00316455696202532	0.000542005420054201	0.000305343511450382	0.000305343511450382
"guanosine (C_l)"	0.736884923818659	0.673807561872228	0			0.000893655049151028	0.00316455696202532	0.000542005420054201	0.000305343511450382	0.000305343511450382
"putreanine (C_c)"	0.733321534535431	0.669545640278002	0			0.000893655049151028	0.00316455696202532	0.000542005420054201	0.000305343511450382	0.000305343511450382
"isoputreanine (C_c)"	0.733321534535431	0.669545640278002	0			0.000893655049151028	0.00316455696202532	0.000542005420054201	0.000305343511450382	0.000305343511450382
"spermic acid 1 (C_c)"	0.733321534535431	0.669545640278002	0			0.000893655049151028	0.00316455696202532	0.000542005420054201	0.000305343511450382	0.000305343511450382
"[protein]-N6,N6,N6-trimethyl-L-lysine (C_c)"	0.808493095375848	0	1.55501888791206	1.06633052890794	1.06633052890794	0.000893655049151028	0.000391389432485323	0.00408163265306122	0.0025062656641604	0.0025062656641604
"20-oxo-LTE4 (C_p)"	0.841999570853527	0	1.73702712119463	1.17498305178711	1.17498305178711	0.000893655049151028	0.000391389432485323	0.00337837837837838	0.00255754475703325	0.00255754475703325
"ADP (C_r)"	0.874323589617667	0.11540852485981	0	0.299962943175606	0.299962943175606	0.000893655049151028	0.000486144871171609	0.000636132315521629	0.00060459492140266	0.00060459492140266
"6-lactoyl-5,6,7,8-tetrahydropterin (C_c)"	0.73090754425957	0	0.724873000541888	0.595422832259376	0.595422832259376	0.000893655049151028	0.000391389432485323	0.00208768267223382	0.00123304562268804	0.00123304562268804
"(7Z)-octadecenoyl-CoA (C_c)"	0.948693089182026	0.267043630424375	0	0.566774374762595	0.566774374762595	0.000884173297966401	0.000772797527047913	0.000542005420054201	0.00107411385606874	0.00107411385606874
"palmitoyl-CoA (C_p)"	0.85004229110894	0.493170382765443	0	0.190628857235903	0.190628857235903	0.00088339222614841	0.00072463768115942	0.000542005420054201	0.000412881915772089	0.000412881915772089
"keratan sulfate I (C_g)"	0.765077968571808	0.623386549142206	0			0.00088261253309797	0.00251256281407035	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate II (core 2-linked) (C_g)"	0.765077968571808	0.623386549142206	0			0.00088261253309797	0.00251256281407035	0.000542005420054201	0.000305343511450382	0.000305343511450382
"keratan sulfate II (core 4-linked) (C_g)"	0.765077968571808	0.623386549142206	0			0.00088261253309797	0.00251256281407035	0.000542005420054201	0.000305343511450382	0.000305343511450382
"THF (C_m)"	0.75629241333821	0	0.779996573843065	0.648242333120966	0.648242333120966	0.000880281690140845	0.000391389432485323	0.00216450216450216	0.00161812297734628	0.00161812297734628
"H2S2O3 (C_c)"	0.760175179711733	0	0.711058066147122	0.630895514428371	0.630895514428371	0.000879507475813544	0.000391389432485323	0.0018450184501845	0.0015748031496063	0.0015748031496063
"squalene (C_c)"	0.865090120868122	0	0.645219501168729	1.00128306217018	1.00128306217018	0.000879507475813544	0.000391389432485323	0.00133511348464619	0.0024330900243309	0.0024330900243309
"proline (C_s)"	0.881602988048425	0.859209223374698	0	0.193358833094466	0.193358833094466	0.000879507475813544	0.00381679389312977	0.000542005420054201	0.000431034482758621	0.000431034482758621
"N4-acetylaminobutanal (C_c)"	0.856891477237487	0	0.390907399999281	0.766572349332555	0.766572349332555	0.00087719298245614	0.000391389432485323	0.00103734439834025	0.00181159420289855	0.00181159420289855
"glycine (C_s)"	0.84536304048158	0.538816728735412	0	0.446383940270617	0.446383940270617	0.00087719298245614	0.0014903129657228	0.000542005420054201	0.000959692898272553	0.000959692898272553
"phenethylamine (C_c)"	0.82165626102378	0	0.734851861184534	0.60899428164829	0.60899428164829	0.000875656742556918	0.000391389432485323	0.00176678445229682	0.00120627261761158	0.00120627261761158
"galactose (C_c)"	0.710634048479968	1.04113522485989	0	0.0534249315132108	0.0534249315132108	0.000874890638670166	0.00408163265306122	0.000542005420054201	0.000359324469996407	0.000359324469996407
"tricosanoyl-CoA (C_c)"	0.920059402847638	0	0.187574663561028	0.630895514428371	0.630895514428371	0.000874890638670166	0.000407166123778502	0.000880281690140845	0.00118063754427391	0.00118063754427391
"hexacosanoyl-CoA (C_c)"	0.920059402847638	0	0.187574663561028	0.630895514428371	0.630895514428371	0.000874890638670166	0.000407166123778502	0.000880281690140845	0.00118063754427391	0.00118063754427391
"S-glutaryldihydrolipoamide (C_m)"	0.849827103606869	0	1.12185176645419	1.01213718534702	1.01213718534702	0.00087260034904014	0.000391389432485323	0.00230414746543779	0.00226244343891403	0.00226244343891403
"orotate (C_s)"	0.748118545447472	0	0.69931757896994	0.630895514428371	0.630895514428371	0.00087260034904014	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"UDP-xylose (C_c)"	0.748118545447472	0.614250772324721	0			0.00087260034904014	0.00248756218905473	0.000542005420054201	0.000305343511450382	0.000305343511450382
"NADH (C_p)"	0.839231438138872	0	3.10050780386187	1.98430501147348	1.98430501147348	0.000870322019147084	0.000391389432485323	0.0116279069767442	0.00934579439252336	0.00934579439252336
"NAD+ (C_p)"	0.839231438138872	0	3.10050780386187	1.98430501147348	1.98430501147348	0.000870322019147084	0.000391389432485323	0.0116279069767442	0.00934579439252336	0.00934579439252336
"selenide (C_c)"	0.849827103606869	0.667743375835795	0	0.299902295386946	0.299902295386946	0.000870322019147084	0.00183150183150183	0.000542005420054201	0.00060313630880579	0.00060313630880579
"8(R)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate (C_m)"	0.538726632376213	0	1.34927489999429	0.630895514428371	0.630895514428371	0.000868055555555556	0.000391389432485323	0.00343642611683849	0.00220264317180617	0.00220264317180617
"6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate (C_m)"	0.538726632376213	0	1.34927489999429	0.630895514428371	0.630895514428371	0.000868055555555556	0.000391389432485323	0.00343642611683849	0.00220264317180617	0.00220264317180617
"8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate (C_m)"	0.538726632376213	0	1.34927489999429	0.630895514428371	0.630895514428371	0.000868055555555556	0.000391389432485323	0.00343642611683849	0.00220264317180617	0.00220264317180617
"6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate (C_m)"	0.538726632376213	0	1.34927489999429	0.630895514428371	0.630895514428371	0.000868055555555556	0.000391389432485323	0.00343642611683849	0.00220264317180617	0.00220264317180617
"UMP (C_n)"	0.747438213793671	0.613358373864372	0			0.000865051903114187	0.00248138957816377	0.000542005420054201	0.000305343511450382	0.000305343511450382
"cGMP (C_g)"	0.747438213793671	0.611650092129618	0			0.000865051903114187	0.0024330900243309	0.000542005420054201	0.000305343511450382	0.000305343511450382
"cAMP (C_g)"	0.747438213793671	0.611650092129618	0			0.000865051903114187	0.0024330900243309	0.000542005420054201	0.000305343511450382	0.000305343511450382
"AMP (C_g)"	0.747438213793671	0.611650092129618	0			0.000865051903114187	0.0024330900243309	0.000542005420054201	0.000305343511450382	0.000305343511450382
"CMP (C_n)"	0.747438213793671	0.613358373864372	0			0.000865051903114187	0.00248138957816377	0.000542005420054201	0.000305343511450382	0.000305343511450382
"dCMP (C_n)"	0.747438213793671	0.613358373864372	0			0.000865051903114187	0.00248138957816377	0.000542005420054201	0.000305343511450382	0.000305343511450382
"dehydrodolichol-diphosphate (C_c)"	0.747438213793671	0.611614574281968	0			0.000865051903114187	0.00239808153477218	0.000542005420054201	0.000305343511450382	0.000305343511450382
"(2E)-pentenoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"pentanoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"(2E)-heptenoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"heptanoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"(2E)-nonenoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"nonanoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"(2E)-undecenoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"undecanoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"(2E)-tridecenoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"tridecanoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"(2E)-pentadecenoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"pentadecanoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"(2E)-heptadecenoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"heptadecanoyl-[ACP] (C_c)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"bilirubin-monoglucuronoside (C_r)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"bilirubin-monoglucuronoside (C_s)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"N1-methyl-4-pyridone-5-carboxamide (C_c)"	0.747438213793671	0.611614574281968	0			0.000865051903114187	0.00239808153477218	0.000542005420054201	0.000305343511450382	0.000305343511450382
"N1-methyl-2-pyridone-5-carboxamide (C_c)"	0.747438213793671	0.611614574281968	0			0.000865051903114187	0.00239808153477218	0.000542005420054201	0.000305343511450382	0.000305343511450382
"4-pyridoxate (C_c)"	0.747438213793671	0.611614574281968	0			0.000865051903114187	0.00239808153477218	0.000542005420054201	0.000305343511450382	0.000305343511450382
"inositol (C_r)"	0.747438213793671	0	0.699274116925179	0.630895514428371	0.630895514428371	0.000865051903114187	0.000391389432485323	0.00182481751824818	0.0015748031496063	0.0015748031496063
"NADP+ (C_r)"	1.11780002346873	0.486076911675506	0	0.317133204337675	0.317133204337675	0.00084530853761623	0.000686341798215511	0.000636132315521629	0.000594883997620464	0.000594883997620464
"NADPH (C_r)"	1.11780002346873	0.486076911675506	0	0.317133204337675	0.317133204337675	0.00084530853761623	0.000686341798215511	0.000636132315521629	0.000594883997620464	0.000594883997620464
"4-methyl-2-oxopentanoate (C_c)"	1.06657345688626	0.493170382765443	0	0.358099736483789	0.358099736483789	0.000843881856540084	0.00070323488045007	0.000542005420054201	0.000795544948289578	0.000795544948289578
"thioredoxin (C_n)"	0.7904581779834	0.808744657753735	0	0.0776223243550215	0.0776223243550215	0.000843170320404722	0.00318471337579618	0.000542005420054201	0.000363372093023256	0.000363372093023256
"oxidized thioredoxin (C_n)"	0.7904581779834	0.808744657753735	0	0.0776223243550215	0.0776223243550215	0.000843170320404722	0.00318471337579618	0.000542005420054201	0.000363372093023256	0.000363372093023256
"phosphocholine (C_c)"	0.833806784829933	0.0913863203347765	0	0.363702713486868	0.363702713486868	0.000841750841750842	0.000540248514316586	0.000542005420054201	0.000843170320404722	0.000843170320404722
"gentisate aldehyde (C_c)"	0.82165626102378	0.253459207769288	0	0.361361012141655	0.361361012141655	0.000841042893187553	0.000581057524694945	0.000542005420054201	0.000860585197934596	0.000860585197934596
"2,5-dihydroxybenzoate (C_c)"	0.82165626102378	0.253459207769288	0	0.361361012141655	0.361361012141655	0.000841042893187553	0.000581057524694945	0.000542005420054201	0.000860585197934596	0.000860585197934596
"activation-ppara (C_r)"	0.820132368729593	0	0.497136073861668	0.573830452964674	0.573830452964674	0.000839630562552477	0.000391389432485323	0.00133868808567604	0.00118343195266272	0.00118343195266272
"sialyl-T antigen (C_g)"	0.828302792751164	0	0.11771458904863	0.510491508422084	0.510491508422084	0.000838926174496644	0.000407166123778502	0.000807102502017756	0.00107181136120043	0.00107181136120043
"3-oxo-hexacosenoyl-CoA (C_c)"	0.942067772619391	0.483874656101279	0	0.495488360595368	0.495488360595368	0.000838926174496644	0.00102880658436214	0.000542005420054201	0.00102459016393443	0.00102459016393443
"3-oxo-eicosadienoyl-CoA (C_c)"	0.942067772619391	0.483874656101279	0	0.495488360595368	0.495488360595368	0.000838926174496644	0.00102880658436214	0.000542005420054201	0.00102459016393443	0.00102459016393443
"decanoyl-CoA (C_m)"	0.82165626102378	0	1.15166306323798	0.657577319177794	0.657577319177794	0.000838926174496644	0.000391389432485323	0.00239234449760766	0.00140646976090014	0.00140646976090014
"undecanoyl-CoA (C_m)"	0.82165626102378	0	1.15166306323798	0.657577319177794	0.657577319177794	0.000838926174496644	0.000391389432485323	0.00239234449760766	0.00140646976090014	0.00140646976090014
"nonanoyl-CoA (C_m)"	0.82165626102378	0	1.15166306323798	0.657577319177794	0.657577319177794	0.000838926174496644	0.000391389432485323	0.00239234449760766	0.00140646976090014	0.00140646976090014
"heptanoyl-CoA (C_m)"	0.82165626102378	0	1.15166306323798	0.657577319177794	0.657577319177794	0.000838926174496644	0.000391389432485323	0.00239234449760766	0.00140646976090014	0.00140646976090014
"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol (C_c)"	0.827221985344147	0	1.96034797641808	1.13527538399578	1.13527538399578	0.000834028356964137	0.000391389432485323	0.00483091787439614	0.00252525252525253	0.00252525252525253
"acyl-CoA-LD-PC pool (C_c)"	0.82585293490297	0.298751593647085	0	0.446383940270617	0.446383940270617	0.000833333333333333	0.00115340253748558	0.000542005420054201	0.00072463768115942	0.00072463768115942
"(2E)-octenoyl-CoA (C_m)"	0.747438213793671	0	1.22456432424801	0.61661555300505	0.61661555300505	0.000832639467110741	0.000391389432485323	0.00249376558603491	0.00141843971631206	0.00141843971631206
"hexadecanol (C_p)"	0.82165626102378	0.205518924415749	0	0.354381261757305	0.354381261757305	0.000832639467110741	0.000611246943765281	0.000542005420054201	0.000771604938271605	0.000771604938271605
"citrulline (C_c)"	0.817956454056936	0	0.444566957945342	0.657577319177794	0.657577319177794	0.000831255195344971	0.000391389432485323	0.00135135135135135	0.00165562913907285	0.00165562913907285
"nonadecanoyl-CoA (C_c)"	0.948693089182026	0.12969560755229	0	0.630895514428371	0.630895514428371	0.000830564784053156	0.000664893617021277	0.000542005420054201	0.00115074798619102	0.00115074798619102
"heneicosanoyl-CoA (C_c)"	0.948693089182026	0.12969560755229	0	0.630895514428371	0.630895514428371	0.000830564784053156	0.000664893617021277	0.000542005420054201	0.00115074798619102	0.00115074798619102
"sialyl-3-paragloboside (C_c)"	0.82585293490297	0	0.699274116925179	0.679064804531405	0.679064804531405	0.000829187396351575	0.000391389432485323	0.00121359223300971	0.000957854406130268	0.000957854406130268
"arachidonyl-CoA (C_p)"	0.818556604458102	0.245842857108227	0	0.278634620564356	0.278634620564356	0.000828500414250207	0.000541125541125541	0.000636132315521629	0.000581057524694945	0.000581057524694945
"hemoglobin (C_c)"	0.801178022396794	0.704674852957296	0	0.0986288731997542	0.0986288731997542	0.000827814569536424	0.00122549019607843	0.000542005420054201	0.000376364320662401	0.000376364320662401
"globin (C_c)"	0.801178022396794	0.704674852957296	0	0.0986288731997542	0.0986288731997542	0.000827814569536424	0.00122549019607843	0.000542005420054201	0.000376364320662401	0.000376364320662401
"FAD (C_s)"	0.818556604458102	0	0.199028741433535	0.428943682023725	0.428943682023725	0.000827814569536424	0.000391389432485323	0.00106044538706257	0.000937207122774133	0.000937207122774133
"L-xylulose (C_c)"	0.817642420235467	0	0.421888222210373	0.715005613277005	0.715005613277005	0.000825763831544178	0.000391389432485323	0.00121506682867558	0.00160513643659711	0.00160513643659711
"histidine (C_s)"	0.783754902294178	0.483874656101279	0	0.434494559182635	0.434494559182635	0.000825082508250825	0.000901713255184851	0.000542005420054201	0.000951474785918173	0.000951474785918173
"GSSG (C_m)"	0.875593600254971	0	0.235786494477517	0.443299578310207	0.443299578310207	0.000824402308326463	0.000412371134020619	0.000866551126516464	0.000712758374910905	0.000712758374910905
"keratan sulfate II biosynthesis, precursor 1 (C_g)"	0.801178022396794	0.0500735563320878	0	0.510491508422084	0.510491508422084	0.000824402308326463	0.000455996352029184	0.000556792873051225	0.00107181136120043	0.00107181136120043
